379984;0
861013;0
509807;0
924244;0
546765;0
344807;0
987607;0
127733;0
132290;0
602592;0
402065;0
720185;0
005847;0
741356;0
657037;0
597287;0
172182;0
430537;0
593656;0
613027;0
359757;0
835975;0
053024;0
156908;0
237150;0
401219;0
801925;0
889419;0
079474;0
119365;0
324706;0
314974;0
000023;0
000057;0
000156;0
000897;0
005492;0
009513;0
084621;0
017845;0
000001;1
000005;1
000007;1
000008;1
000022;1
000044;1
000099;1
000066;1
000171;1
000202;1
000929;1
000575;1
004224;1
001331;1
008998;1
007777;1
090409;1
013531;1
062826;1
049094;1
123321;1
587785;1
293392;1
407704;1
