286682;1
783387;1
631136;1
847748;1
172271;1
376673;1
384483;1
348843;1
413314;1
837738;1
586685;1
215512;1
285582;1
652256;1
847748;1
136631;1
412214;1
178871;1
462264;1
263362;1
154451;1
713317;1
826628;1
752257;1
324423;1
742247;1
861168;1
174471;1
486684;1
764467;1
863368;1
463364;1
234432;1
412214;1
756657;1
182281;1
742247;1
385583;1
854458;1
784487;1
652256;1
628826;1
576675;1
825528;1
756657;1
762267;1
843348;1
826628;1
432234;1
214412;1
472274;1
246642;1
378873;1
426624;1
741147;1
678876;1
483384;1
371173;1
763367;1
721127;1
821128;1
216612;1
648846;1
751157;1
813318;1
654456;1
218812;1
825528;1
653356;1
154451;1
184481;1
287782;1
345543;1
763367;1
826628;1
451154;1
731137;1
261162;1
538835;1
562265;1
768867;1
238832;1
837738;1
184481;1
128821;1
352253;1
316613;1
582285;1
283382;1
173371;1
573375;1
465564;1
823328;1
674476;1
432234;1
376673;1
681186;1
241142;1
275572;1
324423;1
143341;1
172271;1
326623;1
374473;1
184481;1
756657;1
146641;1
845548;1
264462;1
816618;1
713317;1
615516;1
734437;1
863368;1
738837;1
251152;1
187781;1
384483;1
186681;1
164461;1
725527;1
257752;1
641146;1
542245;1
582285;1
687786;1
146641;1
637736;1
782287;1
851158;1
386683;1
867768;1
374473;1
762267;1
784487;1
724427;1
825528;1
573375;1
721127;1
582285;1
872278;1
471174;1
257752;1
836638;1
261162;1
638836;1
264462;1
385583;1
854458;1
214412;1
675576;1
635536;1
148841;1
564465;1
435534;1
582285;1
583385;1
513315;1
561165;1
241142;1
216612;1
317713;1
425524;1
526625;1
521125;1
418814;1
274472;1
265562;1
316613;1
678876;1
413314;1
187781;1
625526;1
378873;1
143341;1
512215;1
617716;1
473374;1
145541;1
145541;1
467764;1
653356;1
785587;1
578875;1
615516;1
546645;1
237732;1
713317;1
523325;1
581185;1
826628;1
532235;1
351153;1
478874;1
456654;1
483384;1
764467;1
827728;1
678876;1
134431;1
386683;1
425524;1
376673;1
561165;1
361163;1
826628;1
813318;1
748847;1
543345;1
645546;1
265562;1
416614;1
617716;1
826628;1
835538;1
673376;1
483384;1
652256;1
136631;1
653356;1
538835;1
257752;1
412214;1
281182;1
324423;1
658856;1
328823;1
671176;1
165561;1
148841;1
827728;1
736637;1
362263;1
781187;1
327723;1
487784;1
325523;1
472274;1
736637;1
825528;1
321123;1
483384;1
476674;1
672276;1
582285;1
367763;1
743347;1
816618;1
732237;1
437734;1
438834;1
243342;1
826628;1
836638;1
725527;1
264462;1
172271;1
251152;1
543345;1
721127;1
716617;1
762267;1
652256;1
521125;1
327723;1
435534;1
562265;1
372273;1
675576;1
168861;1
267762;1
532235;1
275572;1
457754;1
483384;1
247742;1
473374;1
786687;1
128821;1
461164;1
735537;1
678876;1
765567;1
314413;1
637736;1
185581;1
216612;1
158851;1
576675;1
217712;1
468864;1
574475;1
741147;1
753357;1
136631;1
476674;1
618816;1
523325;1
638836;1
456654;1
826628;1
257752;1
346643;1
872278;1
785587;1
583385;1
285582;1
784487;1
634436;1
458854;1
427724;1
758857;1
176671;1
768867;1
263362;1
732237;1
175571;1
542245;1
715517;1
146641;1
417714;1
548845;1
382283;1
548845;1
256652;1
482284;1
582285;1
617716;1
572275;1
743347;1
763367;1
614416;1
753357;1
865568;1
732237;1
473374;1
824428;1
281182;1
517715;1
723327;1
274472;1
452254;1
257752;1
814418;1
157751;1
375573;1
815518;1
143341;1
361163;1
832238;1
176671;1
472274;1
814418;1
148841;1
168861;1
651156;1
235532;1
214412;1
126621;1
725527;1
741147;1
286682;1
436634;1
576675;1
472274;1
342243;1
186681;1
726627;1
172271;1
687786;1
834438;1
461164;1
124421;1
516615;1
837738;1
372273;1
153351;1
418814;1
415514;1
651156;1
712217;1
178871;1
523325;1
546645;1
421124;1
623326;1
236632;1
731137;1
147741;1
235532;1
213312;1
241142;1
754457;1
586685;1
461164;1
678876;1
534435;1
631136;1
352253;1
642246;1
158851;1
268862;1
721127;1
473374;1
573375;1
678876;1
657756;1
438834;1
625526;1
276672;1
176671;1
524425;1
674476;1
587785;1
628826;1
684486;1
836638;1
873378;1
645546;1
852258;1
168861;1
732237;1
547745;1
613316;1
567765;1
452254;1
712217;1
387783;1
847748;1
632236;1
425524;1
657756;1
723327;1
317713;1
576675;1
213312;1
127721;1
574475;1
847748;1
657756;1
471174;1
137731;1
413314;1
375573;1
351153;1
637736;1
483384;1
471174;1
452254;1
371173;1
714417;1
645546;1
132231;1
714417;1
781187;1
547745;1
813318;1
615516;1
756657;1
124421;1
673376;1
463364;1
542245;1
864468;1
746647;1
812218;1
174471;1
456654;1
678876;1
843348;1
785587;1
314413;1
725527;1
813318;1
372273;1
287782;1
871178;1
314413;1
164461;1
427724;1
146641;1
462264;1
761167;1
214412;1
243342;1
845548;1
184481;1
712217;1
362263;1
384483;1
437734;1
386683;1
162261;1
543345;1
567765;1
657756;1
137731;1
782287;1
561165;1
734437;1
358627;0
473521;0
876341;0
273145;0
342617;0
813572;0
567423;0
246317;0
437861;0
465732;0
861345;0
471653;0
847235;0
724185;0
432816;0
521843;0
283671;0
173846;0
627483;0
528641;0
752164;0
371425;0
471862;0
173542;0
486125;0
568741;0
876125;0
451267;0
812356;0
823647;0
765834;0
746813;0
561723;0
635718;0
465127;0
765218;0
621548;0
145762;0
687524;0
876543;0
835724;0
234817;0
356842;0
624853;0
376245;0
642357;0
365147;0
635817;0
321875;0
831427;0
321658;0
437215;0
521473;0
624185;0
216745;0
426183;0
217684;0
137862;0
743618;0
741238;0
316472;0
365417;0
748326;0
475821;0
178365;0
475381;0
634871;0
562148;0
371285;0
132865;0
124687;0
148235;0
125374;0
187642;0
732568;0
634857;0
321645;0
628751;0
437185;0
326781;0
358742;0
136874;0
276314;0
861245;0
725643;0
651382;0
523817;0
762541;0
821437;0
235716;0
735814;0
756342;0
516478;0
857621;0
513246;0
562143;0
281374;0
125846;0
138542;0
548716;0
215367;0
573846;0
483165;0
461275;0
851432;0
815762;0
632845;0
254167;0
281457;0
813624;0
346782;0
186273;0
487235;0
541682;0
624573;0
183265;0
418325;0
768152;0
762358;0
378165;0
562381;0
326875;0
524863;0
261573;0
235486;0
756231;0
168547;0
672153;0
126573;0
182756;0
423618;0
123657;0
375416;0
613872;0
174523;0
473826;0
378625;0
318627;0
452831;0
251387;0
523741;0
678425;0
237584;0
678543;0
761243;0
427158;0
431762;0
485126;0
163745;0
827513;0
342815;0
124856;0
813465;0
326481;0
361528;0
317458;0
281647;0
765234;0
574123;0
845713;0
631527;0
638542;0
512736;0
456837;0
128563;0
874625;0
153247;0
314285;0
816432;0
834712;0
546783;0
347218;0
845172;0
431587;0
748352;0
287635;0
547321;0
862174;0
248675;0
253487;0
637251;0
386154;0
847651;0
743821;0
642513;0
861742;0
147286;0
436827;0
327648;0
275346;0
526418;0
164853;0
675438;0
845617;0
376425;0
563714;0
647813;0
624375;0
521378;0
271834;0
867452;0
468375;0
485371;0
634271;0
716248;0
843526;0
326587;0
786124;0
385426;0
237685;0
873215;0
475261;0
176325;0
156278;0
154378;0
382147;0
412875;0
487162;0
753862;0
741526;0
174256;0
478136;0
714352;0
147532;0
372481;0
847325;0
734581;0
786514;0
674512;0
683412;0
613854;0
683751;0
172485;0
675481;0
578213;0
786324;0
562314;0
531726;0
381574;0
746132;0
687542;0
518673;0
156784;0
246518;0
317258;0
186473;0
347856;0
318742;0
467183;0
583276;0
526417;0
341628;0
648527;0
864371;0
735126;0
841563;0
864571;0
513482;0
436752;0
415872;0
783561;0
784521;0
136752;0
314586;0
426351;0
362584;0
317542;0
234865;0
356421;0
137462;0
714263;0
256813;0
374586;0
874623;0
652438;0
162534;0
823715;0
